Name,Geoloc,Pinned
Amp NYC,"40.7127753, -74.0059728",
AMPC,Address not found,
Ampersand,Address not found,
Amphitheater Unified School District,"32.4173332, -110.9745074",
Amphitheater Unified School District,"32.4173332, -110.9745074",
"Amplify Education, Inc.",Address not found,
Amplus Academy,"36.0768349, -115.2742168",
Amridge University,"32.3626707, -86.17392559999999",
Amtech Institute,"-27.4620287, 153.0236092",
Amy Absher,Address not found,
Amy Biehl High School,"35.0838965, -106.6523875",
Amy Klo,Address not found,
Anáhuac México,"27.241196, -100.1334498",
Anáhuac Online,"19.4024847, -99.261584",
Anáhuac Querétaro,Address not found,
Ana G Mendez University,"18.3887667, -66.0612704",
Anacortes School District,"48.5043085, -122.6186338",
Anahuac Mayab,"21.110929, -89.6120392",
Analytic Orange,Address not found,
Analytics Institute of Australia,"-37.8164671, 144.9560459",
Anand Rathi Group,"19.1318751, 72.8327848",
Anansi Charter School (Lite),"36.5036832, -105.5941875",
Anchor Academy,"41.9323081, -70.9784927",
Anchorage School District,"61.053031, -149.0558969",
Anchorage School District Professional Learning,"61.053031, -149.0558969",
Ancillae-Assumpta Academy,"40.0909195, -75.1568526",
Ancora Education,"32.7090418, -97.06075659999999",
Ancora Secure,Address not found,
AND Academy,"28.5318441, 77.279063",
Anderson Community School Corporation,"40.1264238, -85.69844909999999",
Anderson School District 4,"34.583875, -82.79941939999999",
Anderson School District 5,"34.5116023, -82.6872359",
Anderson University,"34.5146119, -82.63947979999999",
Anderson University - SC,"34.5146119, -82.63947979999999",
Anderson University Catalog,"34.5146119, -82.63947979999999",
Andina Virtual,Address not found,
Andres Rojas Cruz,Address not found,
Andrew College,"31.77232799999999, -84.7950894",
Andrew Community School District,"42.1753532, -90.62041649999999",
Andria Breton,Address not found,
ANDRUS-Sanctuary Institute,"40.9753494, -73.8811841",
Angel Institute of Education,"-37.9834669, 145.2119033",
Angeles College,"33.9919911, -117.9215371",
Angeles Institute,"33.8482841, -118.1605531",
Angeles University Foundation,"15.1451258, 120.5946389",
"AngeLink, Inc.",Address not found,
Anglia Ruskin University,"52.20328689999999, 0.1344584",
Anglicare,Address not found,
ANGRAD,"52.218601, -0.8784907",
Anguilla Community College,"18.2157495, -63.02535349999999",
"Anheuser-Busch, LLC",Address not found,
Ânima Educação,Address not found,
Anima Educaō Catalog,Address not found,
Animas Public Schools,"31.7598559, -108.7125791",
AnimoOpenSpace,Address not found,
Animum Creativity Advanced School,"36.7113874, -4.4273954",
Ankeny Community School District,"41.7242774, -93.6015207",
Anlar,"38.8820976, -77.1088738",
Annandale Christian College,"-19.3121036, 146.7804896",
Anne Arundel Community College,"39.05013, -76.5139672",
Annoor Academy,"35.89116550000001, -84.1091723",
Ansgarskolen,"55.33193240000001, 8.7756093",
ANSI Systems Sdn Bhd,"3.0249838, 101.7159788",
Ansible Local Testing,Address not found,
Anson County Schools,"34.9054732, -80.1875065",
"Ansrsource Content Holding, LLC","12.9734041, 77.62627359999999",
Antelope Valley College,"34.6777643, -118.1876041",
Antelope Valley Union High School District,"34.65545609999999, -118.0186087",
Antelope Valley Union High School District,"34.65545609999999, -118.0186087",
Anthropic - Partner,Address not found,
Antigo Unified School District,"45.140245, -89.15233529999999",
Antigua College International,"25.9048786, -80.3276062",
Antioch College,"39.7998582, -83.8887355",
Antioch Unified School District,"38.014782, -121.8137705",
Antrick Education,Address not found,
ANZ Evaluation Template,Address not found,
ANZ K12 Evaluation Template,Address not found,
AOBA International Educational Systems,"35.7540668, 139.6236875",
AOlad2,Address not found,
APAC Catalog,Address not found,
APAC consortia testing environment,Address not found,
APAC consortia testing environment 01,Address not found,
APAC consortia testing environment 02,Address not found,
APAC consortia testing environment 03,Address not found,
APAC CS Canvas Template - Singapore,"1.352083, 103.819836",
APAC CS Canvas Template - Sydney,"-33.8622503, 151.207684",
APAC Customer Success,Address not found,
APAC Learning Services,Address not found,
APAC SDR,Address not found,
APAC Testing,Address not found,
APAC Training,"36.2002476, -95.83263199999999",
APAC Training Portal,Address not found,
APAC University,"14.6736685, 101.1767858",
APDS,Address not found,
APEC -Antwerp /Flanders Port Training Center,"51.2414125, 4.407350099999999",
"APEC, Hospital de la Ceguera","19.3489111, -99.1557456",
APEX Academy,"41.5416253, -81.5662838",
Apex Academy Online,"43.6467232, -79.396766",
APEX EMS Education,"39.7914876, -105.0098663",
APISEC,"37.7904462, -122.4011537",
Aplington-Parkersburg School District,"42.5766723, -92.7580701",
Apologia Educational Ministries,Address not found,
Apopka Fire Department,"28.6679871, -81.4676903",
Apostolic Bible Institute Inc,"44.9496567, -92.9659382",
Apostolic Faith Church,"45.476471, -122.6059689",
Apoyos,Address not found,
App Academy,"37.7866019, -122.4021831",
App Academy 2020,"37.7866019, -122.4021831",
Appalachia Intermediate Unit 8,"40.480577, -78.4202376",
Appalachian Bible College,"37.8533041, -81.20110609999999",
Appalachian College of Pharmacy,"37.2116346, -82.0062679",
Appalachian State University,"36.21356280000001, -81.68432179999999",
Applaus,Address not found,
Apple,Address not found,
Apple China,"35.86166, 104.195397",
Apple Developer Academy,"40.8367419, 14.3065586",
Apple Education,Address not found,
Apple Inc.,Address not found,
Apple Professional Development,Address not found,
Apple Valley Unified School District,"34.4793335, -117.1897166",
"Apple, Inc.",Address not found,
Appleby College,"43.42563759999999, -79.68573719999999",
Appleton Area School District,"44.2938515, -88.4210006",
AppleTree Institute,"38.8432839, -76.9767615",
Appli,"12.9407495, 77.54367380000001",
Applied Microsystems Inc,"61.1851108, -149.8967252",
Applied Property Development Institute,"-37.8144696, 144.9707221",
Applied Research Center,"33.386848, -81.7132522",
Appomattox County Public Schools,"37.402489, -78.792953",
Apporto,Address not found,
Appraisal Institute,Address not found,
Appraisal Institute of America,"38.7945952, -106.5348379",
Apprenticeship Connect,"51.5051259, -0.0237911",
Apprentify,"53.3260093, -2.2347503",
AppState Dev,"36.21356280000001, -81.68432179999999",
APRA (Pontifical Athenaeum Regina Apostolorum),"41.8797238, 12.3946057",
Aprende Salud Pública,Address not found,
Aprender-ON,Address not found,
APS Avenues Schoology Course Transfer,"39.7213109, -104.8431362",
APS Training,"-24.8952133, 152.3200873",
APS-Christine Duncan's Heritage Academy,Address not found,
APT College,"3.0188124, 101.6251311",
APTA Pelvic Health,Address not found,
Al-Quds University,"31.75575839999999, 35.2600622",
Aquifer,"43.7015711, -72.2897707",
Aquinas College - MI,"42.9606096, -85.6263247",
Aquinas High School,"34.1419897, -117.2451981",
Aquinas International Academy,"34.06515760000001, -117.5802329",
Ar-We-Va Community School District,"42.0798957, -95.18492189999999",
Arab City Schools,"34.3088187, -86.49460069999999",
Arabian Horse Association,"39.6067232, -104.8940645",
Arapahoe Public Schools,"40.3277842, -99.9465077",
Arapahoe-Holbrook Public Schools,"40.3094457, -99.89614669999999",
Arbinger Institute,"40.99168390000001, -111.9137268",
Arbor Park School District 145,"41.5891597, -87.74680710000001",
Arc Evaluation Environment,Address not found,
ARC UX,"43.8594335, -79.3462475",
Arcada University of Applied Sciences,"60.2015993, 24.965514",
Arcadia and Ohana College,"-27.6657547, 153.1485879",
Arcadia University,"40.0920362, -75.16594309999999",
Archbishop Coleman F. Carroll High School,"25.6707448, -80.4668039",
Archbishop Edward A McCarthy High School,"26.0513464, -80.31455129999999",
Archbishop Hannan High School,"30.4686661, -90.1825477",
Archbishop Hoban High School,"41.0624905, -81.4955882",
Archbishop Mitty High School,"37.3155487, -121.993238",
Archbishop Murphy High School,"47.8807959, -122.178467",
Archbishop O' Hara High School,"38.9597685, -94.4923496",
Archbishop Rummel High School,"29.9900243, -90.1593223",
Archbishop Spalding High School,"39.1245335, -76.6468271",
Archdiocese Louisville Ed Off,"38.201464, -85.710256",
Archdiocese of Philadelphia,"39.9575111, -75.1677651",
Area 5,Address not found,
Arendell Parrott Academy,"35.3142624, -77.6033052",
Arete Preparatory School,"33.6970884, -84.1237175",
Argo Community High School District 217,"41.7500934, -87.82550069999999",
Argonne Leadership Computing Facility,Address not found,
Argonne National Laboratory,"41.718292, -87.9790558",
Argos Community Schools,"41.2395986, -86.2361744",
ARGOS Universidad Corporativa,Address not found,
Argosy University,"47.6139368, -122.3516557",
Argyle Isd,"33.1182396, -97.2005806",
Aria University,"37.451085, -121.921085",
Aric Lim,Address not found,
Ariel College of the Bible and Messianic Jewish Studies,"32.1031904, 35.2077403",
ARISE Network,"47.2584916, 11.3918272",
AristAI - Partner,Address not found,
Aristoi Classical Academy,"29.7966412, -95.8220748",
Aristotle Preparatory Academy,"35.3049736, -80.9521865",
Arizona Academy of Emergency Services,"34.0489281, -111.0937311",
Arizona Agribusiness & Equine Center Inc,"33.3815256, -112.033922",
Arizona Alliance For Community Health Centers,"33.4915743, -112.0755505",
Arizona Christian University,"33.620978, -112.1809455",
Arizona College,Address not found,
Arizona College of Allied Health,"34.0489281, -111.0937311",
Arizona Cycling Association,"34.0489281, -111.0937311",
Arizona Department of Public Safety,Address not found,
Arizona Dept of Education,"33.4467826, -112.0930249",
Arizona Publishing,"34.0489281, -111.0937311",
Arizona School for the Arts,"33.4644058, -112.0696903",
Arizona State University,"33.4229975, -111.9278306",
Arizona State University - Dev,"33.4229975, -111.9278306",
Arizona State University - Ed Plus,"33.4634983, -111.9244626",
Arizona State University Learning Enterprise,"33.4229975, -111.9278306",
Arizona STEM Collaborative/AzTEA,"34.0489281, -111.0937311",
Arizona Student Opportunity Collaborative,"34.0489281, -111.0937311",
Arizona Western College,"32.6877697, -114.4975002",
ARK Curriculum Partnerships (2019),Address not found,
Ark Institute,"47.2419442, -122.4850018",
ARK Schools 4/4/14,Address not found,
Arkansas Colleges of Health Education,"35.3159002, -94.3189697",
Arkansas State University,"35.8430861, -90.67485889999999",
Arkansas State University,"35.8430861, -90.67485889999999",
Arkansas State University - Mountain Home,"36.3204181, -92.3885758",
Arkansas State University Mid-South,"35.1454262, -90.22286059999999",
Arkansas State University Newport,"35.6384201, -91.1887359",
Arkansas State University-Beebe,"35.0729706, -91.8962336",
Arkansas Tech University,"35.29378880000001, -93.1361472",
Arlington Baptist University,"32.7384034, -97.15738759999999",
Arlington Classics Academy,"32.7065417, -97.15342659999999",
Arlington Community Schools,"35.2619764, -89.6601621",
Arlington ISD,"32.71952, -97.1144039",
Arlington National Cemetery,"38.8768684, -77.0707857",
Arlington Public Schools,"38.8816208, -77.09098089999999",
Arma Dei Academy,"39.5281896, -104.985824",
Arma International,Address not found,
Armada del Ecuador,Address not found,
Armidale Secondary College,"-30.5197845, 151.6521971",
Armored Knight Group,Address not found,
Armstrong SD,"40.8348832, -79.4253776",
Army Training Information System,Address not found,
Arnold Public Schools,"41.4253238, -100.2151578",
Arrowhead Union High School District,"43.1242818, -88.362785",
Arroyo Vista Charter,"32.6384985, -116.9528854",
Art Academy of Cincinnati,"39.1088559, -84.5138767",
ArtCenter College of Design,"34.1680011, -118.1844544",
Arte Maior Joinville,"-26.297311, -48.8457412",
Artemis Academie,"52.373338, 4.876274",
Artesia Public Schools,"32.8397702, -104.4144779",
Artevelde Evaluation 1,"51.0554832, 3.7233571",
Artevelde Evaluation 2,"51.0554832, 3.7233571",
Artevelde Evaluation 3,"51.0554832, 3.7233571",
Arteveldehogeschool,"51.0554832, 3.7233571",
ArtEZ University of the Arts,"51.9838574, 5.893892999999999",
Arts,Address not found,
ARUP Laboratories - Partner,Address not found,
Arvika Näringslivscentrum/Changemaker Educations,"59.6548534, 12.592136",
Arvin Union School District,"35.0058775, -118.7198004",
Aryam International College,"35.7688481, 51.4226591",
ASAA,"57.148881, 10.404291",
Asbury Theological Seminary,"37.8620721, -84.65987",
Asbury University,"37.8641922, -84.6657662",
Ascend,"38.5987848, -89.98989189999999",
Ascend Education,Address not found,
Ascend Leadership Academy,"35.4322509, -79.125389",
Ascend Learning,Address not found,
Ascend Online,Address not found,
Ascend Partners Inc.,Address not found,
Ascendant Academy,Address not found,
Ascendigo Autism Services,"39.409617, -107.221059",
Ascension Christian School,"30.6032126, -87.87069500000001",
Ascension Classical School,"32.3536786, -93.71453969999999",
Ascension St. Vincent,"39.9072792, -86.19703319999999",
Ascent Academy,Address not found,
Ascent Programs,"40.156009, -111.609966",
